Accession,Serotype,SRA_Accession,Submitters,Release_Date,Species,Genus,Family,Molecule_type,Length,Sequence_Type,Nuc_Completeness,Genotype,Segment,Publications,Geo_Location,USA,Host,Isolation_Source,Collection_Date,BioSample
MT832039,1,,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2021-01-11T00:00:00Z,AB204803_D1_6_cp1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Philippines,,Homo sapiens,,2012,
MT832040,1,,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2021-01-11T00:00:00Z,AB204803_D1_6,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Philippines,,Homo sapiens,blood,2012,
MT832041,1,,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2021-01-11T00:00:00Z,AB204803_D1_7_cp1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Philippines,,Homo sapiens,,2012,
MT832042,1,,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2021-01-11T00:00:00Z,AB204803_D1_7,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Philippines,,Homo sapiens,blood,2012,
MT832043,1,,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2021-01-11T00:00:00Z,AB204803_D1_8_cp1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Philippines,,Homo sapiens,,2013,
MT832044,1,,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2021-01-11T00:00:00Z,AB204803_D1_8,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Philippines,,Homo sapiens,blood,2013,
MT832045,1,,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2021-01-11T00:00:00Z,AB204803_D1_9_cp1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Philippines,,Homo sapiens,,2013,
MT832046,1,,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2021-01-11T00:00:00Z,AB204803_D1_9,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Philippines,,Homo sapiens,blood,2013,
MT832047,1,,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2021-01-11T00:00:00Z,AB204803_D1_10_cp1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Philippines,,Homo sapiens,,2013,
MT832048,1,,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2021-01-11T00:00:00Z,AB204803_D1_10,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Philippines,,Homo sapiens,blood,2013,
MT832049,1,,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2021-01-11T00:00:00Z,AB204803_D1_1_cp1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Philippines,,Homo sapiens,,2012,
MT832050,1,,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2021-01-11T00:00:00Z,AB204803_D1_1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Philippines,,Homo sapiens,blood,2012,
MT832051,1,,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2021-01-11T00:00:00Z,AB204803_D1_5_cp1,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Philippines,,Homo sapiens,,2012,
MT832052,1,,"Fung,C.K., Li,T., Pollett,S., Alera,M.T., Yoon,I.K., Hang,J., Macareo,L., Srikiatkhachorn,A., Ellison,D., Rothman,A., Frenandez,S., Jarman,R.G., Maljkovic Berry,I.",2021-01-11T00:00:00Z,AB204803_D1_5,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Philippines,,Homo sapiens,blood,2012,
MN448597,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0010A2_11/10/2009,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,11/11/09,
MN448598,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0394A_09/27/2010,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,9/28/10,
MN448599,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0454A_02/07/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,2/7/11,
MN448600,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0455A_02/07/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,2/8/11,
MN448601,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0456A_02/07/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,2/8/11,
MN448602,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0492A_04/21/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,4/21/11,
MN448603,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0493A_04/21/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,4/21/11,
MN448604,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0495A_04/26/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,4/26/11,
MN448605,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0573A_06/02/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/3/11,
MN448606,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0574A_06/02/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/3/11,
MN448608,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0575A_06/02/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/3/11,
MN448609,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0584A_06/14/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/15/11,
MN448610,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0587A_06/15/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/14/11,
MN448611,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0588A_06/15/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/15/11,
MN448612,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0599A_06/21/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/21/11,
MN448613,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0601A_06/21/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/21/11,
MN448614,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0604A_06/21/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/22/11,
MN448615,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0631A_06/29/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/30/11,
MN448616,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0640A2_06/30/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/1/11,
MN448617,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0650A_07/06/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/7/11,
MN448618,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0718A_07/27/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/28/11,
MN448619,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0722A_07/27/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/28/11,
MN448620,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0734A_08/02/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/2/11,
MN448621,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0760A_08/10/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/11/11,
MN448622,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0763A_08/10/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/11/11,
MN448623,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC0885A_11/29/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,11/29/11,
MN448624,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC1148A_10/10/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,10/10/12,
MN448625,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC1149A_10/10/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,10/10/12,
MN448626,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC1150A_10/10/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,10/10/12,
MN448627,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC1151A_10/10/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,10/10/12,
MN448628,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC1152A_10/10/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,10/10/12,
MN448629,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC1153A_10/10/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,10/10/12,
MN448630,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDC1209A_11/05/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,11/6/12,
MN448631,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0002A_11/10/2009,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,11/9/09,
MN448632,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0026A_06/15/2010,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/15/10,
MN448633,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0030A_07/06/2010,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/6/10,
MN448634,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0032A_07/07/2010,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/7/10,
MN448635,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0038A_08/03/2010,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/3/10,
MN448636,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0044A_08/10/2010,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/10/10,
MN448637,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0068A_09/14/2010,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,9/14/10,
MN448638,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0073A_09/23/2010,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,9/23/10,
MN448639,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0074A_09/27/2010,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,9/27/10,
MN448640,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0081A_10/27/2010,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,10/20/10,
MN448641,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0082A_11/01/2010,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,11/1/10,
MN448642,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0087A_12/08/2010,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,12/7/10,
MN448643,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0100A_02/07/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,2/7/11,
MN448644,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0102A_02/15/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,2/11/11,
MN448645,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0110A_04/19/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,4/18/11,
MN448646,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0112A_04/21/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,4/20/11,
MN448647,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0129A_06/02/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/1/11,
MN448648,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0131A_06/14/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/13/11,
MN448649,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0132A_06/14/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/13/11,
MN448650,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0134A_06/15/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/14/11,
MN448651,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0135A_06/16/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/15/11,
MN448652,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0136A_06/21/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/22/11,
MN448653,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0137A_06/21/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/20/11,
MN448654,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0142A_06/29/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/27/11,
MN448655,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0143A_06/29/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/27/11,
MN448656,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0144A_06/30/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/29/11,
MN448657,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0147A_07/06/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/5/11,
MN448658,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0149A_07/07/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/5/11,
MN448659,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0151A_07/12/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/11/11,
MN448660,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0152A_07/13/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/12/11,
MN448661,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0154A_07/19/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/19/11,
MN448662,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0156A_07/21/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/20/11,
MN448663,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0160A_07/27/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/26/11,
MN448664,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0161A_07/27/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/26/11,
MN448665,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0163A_08/02/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/1/11,
MN448666,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0165A_08/03/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/2/11,
MN448667,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0167A_08/04/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/3/11,
MN448668,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0168A_08/08/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/8/11,
MN448669,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0169A_08/09/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/8/11,
MN448670,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0170A_08/10/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/9/11,
MN448671,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0172A_08/15/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/15/11,
MN448672,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0176A_08/23/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/22/11,
MN448673,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0180A_09/01/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/30/11,
MN448674,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0182A_09/07/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,9/5/11,
MN448675,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0194A_09/28/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,9/26/11,
MN448676,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0196A_11/08/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,11/7/11,
MN448677,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0198A_11/10/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,11/9/11,
MN448678,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0199A_11/14/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,11/14/11,
MN448679,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0201A_11/28/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,11/28/11,
MN448680,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0202A_11/29/2011,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,11/28/11,
MN448681,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0218A_05/02/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,5/1/12,
MN448682,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0226A_05/29/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,5/28/12,
MN448683,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0228A_06/07/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/6/12,
MN448684,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0233A_06/25/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/25/12,
MN448685,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0235A_06/27/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/26/12,
MN448686,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0236A_06/28/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,6/27/12,
MN448687,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0241A_07/04/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,7/3/12,
MN448688,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0277A_08/27/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,8/27/12,
MN448689,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0288A_09/11/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,9/10/12,
MN448690,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0289A_09/12/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,9/11/12,
MN448691,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0295A_09/19/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,9/18/12,
MN448692,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0304A_10/02/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,10/1/12,
MN448693,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0306A_10/03/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,10/2/12,
MN448694,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0309A_10/09/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,10/9/12,
MN448695,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0316A_11/05/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,11/5/12,
MN448696,1,,"Berry,I.M.",2020-10-12T00:00:00Z,KDH0323A_11/26/2012,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10179,partial,,,,Thailand,,Homo sapiens,,11/26/12,
MT397276,1,,"Punpapong,V., Sittivicharpinyo,T., Wonnapinij,P., Surat,W.",2020-06-12T00:00:00Z,DENV1/KUF31,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,1,Thailand,,Culicidae,,2015-11,
MT397277,1,,"Punpapong,V., Sittivicharpinyo,T., Wonnapinij,P., Surat,W.",2020-06-12T00:00:00Z,DENV1/KUF35,Dengue virus,Flavivirus,Flaviviridae,ssRNA(+),10176,partial,,,1,Thailand,,Culicidae,,2015-11,
